0.15265413	-0.1549686	-0.011747929	-0.027577002	0.04745367	0.006564511	0.010107465	-0.07220123	-0.013968579	-0.004380511	-0.059959445	-0.019017851	-0.035284027	0.059410326	0.04571885	-0.037321266
0.17690416	-0.17867611	-0.16576749	0.01850931	-0.015224274	-0.0074418155	0.046981506	-0.058834765	0.0843051	0.09279263	-0.098483376	0.088152975	-0.11829867	0.11035699	0.09119888	-0.14335638
0.24751776	-0.33078927	-0.2649234	0.09462862	0.012953515	0.042245798	0.0777185	-0.06242807	0.12440441	0.18334849	-0.039771922	0.1356715	-0.1463092	0.1589833	0.17123789	-0.18369022
-0.5562185	0.36810356	0.53616554	-0.38950482	0.38235396	-0.32215732	-0.1939171	-0.3366174	-0.28621265	-0.4444022	0.44154823	-0.42159477	0.44138414	-0.3516834	-0.3996752	0.4558682
0.016687723	-0.09043067	0.042559568	-0.07231831	0.08281037	-0.0745966	-0.125176	-0.05004169	0.0055254246	-0.044943202	0.02792396	-0.028054727	0.015667541	-0.062306337	-0.0035516503	-0.009378424
0.06511696	-0.08302498	-0.09824776	0.07237201	-0.025331689	0.019250829	-0.08774734	0.07219623	0.024389995	0.050201807	-0.121012926	0.027992558	-0.112457074	0.07477699	0.034858257	-0.081492096
-0.5458532	0.35070825	0.51706094	-0.3632047	0.41085425	-0.34216905	-0.1178237	-0.34801683	-0.3855453	-0.47315007	0.3812768	-0.4175482	0.38529056	-0.42651471	-0.4172181	0.45556867
0.11131538	-0.0573746	-0.044358566	-0.0016476143	0.0111624	0.013019692	-0.10011138	0.041082412	0.046649255	0.0206675	-0.033171415	0.023218632	-0.055731088	0.061509445	0.09143473	-0.0341738
-0.4461323	0.31734553	0.3640219	-0.3346793	0.3555953	-0.2324976	-0.19578566	-0.24931394	-0.28348756	-0.43163222	0.3398331	-0.31894618	0.37112	-0.2675109	-0.30026916	0.37082303
0.0038504393	-0.021404091	-0.051362596	-0.0651147	0.0015209035	0.009741674	0.02240305	-0.08349699	-0.03146166	-0.031837232	0.06156169	-0.021215843	-0.06310651	-0.0033437102	-0.02439574	-0.043912943
-0.56402636	0.30953026	0.51992196	-0.3398791	0.37619507	-0.3107496	-0.10423639	-0.3313266	-0.33912858	-0.42492944	0.39248466	-0.4397038	0.40480304	-0.3765122	-0.4282821	0.41945493
0.17177664	-0.12705086	-0.12177412	0.086572014	-0.08116218	-0.0247183	0.0019545653	-0.04303096	-0.005728831	0.0642535	-0.15259916	0.12427795	-0.13018548	0.06796824	0.024516294	-0.07437803
-0.27977476	0.20126252	0.30714247	-0.16440983	0.20603359	-0.17385161	-0.25904492	-0.17628224	-0.19167197	-0.25239897	0.21554725	-0.27259043	0.17303248	-0.15887201	-0.16569366	0.1769472
0.44153607	-0.35131872	-0.42508438	0.32121065	-0.21231647	0.2557257	0.039270915	0.12470058	0.27623606	0.3701878	-0.28864682	0.39835757	-0.3181567	0.3021788	0.3275294	-0.3327045
0.06497238	-0.016987838	-0.040302802	0.0005233929	0.0843205	-0.07160279	-0.039667938	-0.08100896	0.016113473	0.00895647	0.05644857	0.05864546	-0.01320858	0.027442778	0.011664545	-0.021995038
0.038865272	-0.093737945	0.056463335	-0.0250361	0.052522454	-0.12575725	-0.0769013	-0.092845134	-0.05714937	-0.01651682	0.05109307	0.020983277	-0.009520774	-0.042371344	-0.026318207	-0.030051552
0.06973109	-0.10531982	-0.09869845	0.030112736	-0.07638806	0.046130985	-0.12660849	0.03177224	0.06295058	0.045754936	-0.023950862	0.078080975	-0.1410748	0.046906754	0.03200782	-0.09477358
-0.10572514	0.0031145476	0.112924896	-0.022262165	-0.025632868	-0.05573333	-0.30182788	0.058553424	-0.026896875	-0.11671612	-0.006752569	-0.054060344	0.022481088	-0.032973193	0.014988152	0.051813927
0.1037103	0.023386274	-0.091532744	-0.061855514	0.0068309656	0.013786599	0.30246794	-0.0453593	0.02305379	-0.005093489	-0.019586138	0.0012613927	0.051639922	-0.0057303254	-0.036514178	-0.003948008
-0.32018813	0.19468907	0.302936	-0.21596502	0.24489991	-0.19293423	-0.0019914578	-0.15168886	-0.24732733	-0.31065488	0.26313886	-0.31061825	0.27428135	-0.19920565	-0.22036079	0.28709123
-0.09704891	0.119422086	0.028050523	-0.10137379	0.018751498	-0.06182999	0.13555458	-0.057070676	-0.1001539	-0.07729441	0.094919845	-0.10606697	0.11503515	-0.05740195	-0.08640004	0.044798534
-0.005960299	-0.12123153	-0.02651547	0.03786507	0.018637037	-0.0013910572	-0.09627013	-0.005078035	0.07649667	0.017179236	0.024517039	0.05647474	-0.004727003	0.0573474	0.057597797	-0.0119288955
0.11446445	-0.070851564	-0.085549794	0.010138189	-0.05214654	0.029786702	0.08715793	-0.018178122	0.022675423	0.048461318	-0.025596553	0.039175086	-0.053052075	0.043098174	0.103979796	-0.06633353
0.098341025	-0.0927697	-0.09150111	0.0024110705	0.09524719	-0.0778146	0.0808294	-0.12877347	0.022132449	0.038880594	0.06937261	0.054298002	-0.02981961	0.0037646547	-0.037895963	-0.08125782
-0.054675758	-0.062253933	0.06674705	-0.056767017	0.078709155	-0.12272641	-0.0012808223	-0.097724035	-0.083430834	-0.071893774	0.063136764	-0.03559858	-0.009710546	-0.056214113	0.0067337207	0.035229627
-0.40562233	0.31299192	0.4430156	-0.38101158	0.29763883	-0.25802273	-0.034242433	-0.3494731	-0.28999132	-0.35160157	0.305167	-0.38570315	0.32301494	-0.28395084	-0.3567986	0.36482936
-0.086510405	0.12884763	0.079906784	-0.11930516	0.14017077	-0.1718142	0.09524274	-0.08867139	-0.1042868	-0.11020455	0.1259963	-0.06427035	0.08332477	-0.052707974	-0.14348255	0.077174634
0.1644377	-0.17516372	-0.16412896	0.15881854	-0.14741714	0.06784724	-0.13306452	0.10228729	0.14607714	0.116314515	-0.14832829	0.079841055	-0.09707787	0.14402655	0.15349074	-0.17456725
0.21114478	-0.15650229	-0.24594854	0.15625356	-0.15095182	0.19487883	-0.14809395	0.1525024	0.17647436	0.19785266	-0.15049328	0.2085232	-0.22784159	0.23361339	0.22027148	-0.16674533
-0.3111795	0.21071728	0.3587963	-0.2212455	0.22385594	-0.22173403	-0.10225029	-0.22531793	-0.2579205	-0.3348374	0.25305527	-0.33314565	0.3447386	-0.3009999	-0.33531302	0.33795887
-0.49531323	0.34062868	0.48887342	-0.40151256	0.33399546	-0.3626399	0.04877732	-0.31465057	-0.40150154	-0.44998866	0.44481653	-0.40534973	0.39054334	-0.41242784	-0.43428016	0.4573078
-0.11752356	-0.023212884	0.06879463	-0.041675355	0.03459635	-0.043671284	-0.22508052	-0.033790387	-0.030405536	-0.06758125	0.053054173	-0.08984361	-0.0032672093	0.00083931093	0.01124903	0.08165831
-0.3183547	0.37574536	0.36032125	-0.3379595	0.36815333	-0.35131153	0.3085316	-0.28665647	-0.37177506	-0.34452254	0.40074235	-0.3792861	0.38052276	-0.3730117	-0.35628936	0.36319238
0.07300127	-0.026508665	-0.06343286	-0.010304199	-0.0796438	0.091906175	0.08105678	0.07890487	0.06569612	0.052654885	-0.03528731	0.06650349	-0.010686477	0.011028014	0.078272395	0.01775091
0.17141262	-0.17289704	-0.1739738	0.013265602	0.0029019623	-0.024555938	0.0553538	-0.098952435	0.11176844	0.08960363	-0.028155493	0.12590304	-0.12029549	0.12175004	0.11534216	-0.122031316
-0.10882562	0.05760959	0.10668854	-0.07106451	0.09868468	-0.14001088	-0.08997619	-0.07162723	-0.08757954	-0.076666616	0.117863566	-0.07403398	0.062587164	-0.12444589	-0.054953568	0.068361446
0.03517652	-0.04358601	0.00032081263	-0.05130109	0.09534155	-0.11575821	0.07431828	-0.10024325	0.009328691	-0.013822985	0.04609712	-0.05594675	0.059144877	-0.06442758	-0.024016822	0.06313384
0.14503005	-0.11410058	-0.11830985	0.021822257	-0.044926185	0.0031233605	0.025109774	-0.024004495	0.071453735	0.109447256	-0.060698617	0.019992827	-0.100676395	0.07938379	0.012041443	-0.030931544
0.3348138	-0.30899727	-0.23841786	0.18727653	-0.17100888	0.16039525	-0.09661435	0.13809267	0.18710834	0.2060598	-0.16700825	0.28006274	-0.28618622	0.24290136	0.24049829	-0.27049938
-0.030855035	-0.010822316	0.00090669404	-0.04956787	0.05139093	-0.025062077	-0.044111308	-0.06611842	0.0017308176	-0.04487517	0.023975035	-0.04586562	0.04241527	-0.070796356	-0.06227568	0.012757309
-0.032661017	0.08238895	0.04774174	-0.07317251	0.03259586	-0.05802014	0.13328871	-0.03552743	-0.013686739	-0.09957674	0.118567385	-0.0500587	0.10655311	-0.010664442	-0.105712846	0.06682589
